w_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,createdate
210019701001018,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
210019701001019,4,2,2,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20211018
210019701002015,15,3,9,3,0,6,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,2,5,5,0,15,0,0,0,0,0,0,0,0,0,0,0,20211018
210019701002032,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,20211018
210019702001002,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,20211018
210019702001009,14,1,10,3,0,5,9,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,1,5,6,1,11,3,0,0,0,0,0,0,0,0,0,0,20211018
210019702001028,50,18,23,9,8,20,22,0,0,0,7,0,0,2,0,0,26,0,1,0,0,0,14,0,0,0,0,48,2,0,0,0,0,49,1,4,7,11,10,17,33,0,0,0,0,0,0,0,0,0,0,20211018
210019702001042,6,0,4,2,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,6,0,3,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,20211018
210019702001044,2,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,20211018
210019702001045,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,20211018
210019702001046,5,1,2,2,0,2,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,20211018
210019702001061,3,0,1,2,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,20211018
210019702001066,19,9,9,1,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,16,3,0,0,0,0,19,0,1,4,1,4,5,14,0,0,0,0,0,0,0,0,0,0,20211018
210019702001074,23,3,10,10,1,16,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,1,0,1,19,4,3,7,6,4,13,10,0,0,0,0,0,0,0,0,0,0,20211018
210019702001080,10,0,7,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,10,0,0,0,0,0,9,1,0,2,4,4,3,7,0,0,0,0,0,0,0,0,0,0,20211018
210019702001085,9,1,8,0,2,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,1,2,4,1,5,4,0,0,0,0,0,0,0,0,0,0,20211018
210019702001100,3,2,0,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,20211018
210019703001008,8,3,2,3,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,1,1,3,8,0,0,0,0,0,0,0,0,0,0,0,20211018
210019703001016,17,2,9,6,5,11,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,17,0,2,6,5,2,9,8,0,0,0,0,0,0,0,0,0,0,20211018
210019703001021,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20211018
210019703001028,6,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,0,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,20211018
210019703001030,13,5,7,1,2,10,1,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,13,0,1,6,0,1,7,6,0,0,0,0,0,0,0,0,0,0,20211018
210019703002006,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
210019703002014,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,20211018
210019703003002,3,0,2,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,20211018
210019703003010,35,12,23,0,8,20,7,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,11,0,34,1,0,0,0,0,35,0,3,9,7,4,23,12,0,0,0,0,0,0,0,0,0,0,20211018
210019703003011,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20211018
210019703003014,3,0,3,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20211018
210019703003021,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,20211018
210019703003036,21,1,8,12,8,8,5,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,2,3,5,10,11,10,0,0,0,0,0,0,0,0,0,0,20211018
210019703003059,4,0,2,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,1,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,20211018
210019704011001,8,1,2,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,8,0,0,0,0,0,8,0,2,2,1,2,3,5,0,0,0,0,0,0,0,0,0,0,20211018
210019704011004,7,2,3,2,2,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,1,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,20211018
210019704011008,84,23,41,20,27,34,23,0,0,0,4,0,0,51,0,0,5,11,0,0,0,0,13,0,0,0,0,81,1,0,0,0,2,83,1,10,21,18,12,37,47,0,0,0,0,0,0,0,0,0,0,20211018
210019704011009,15,6,6,3,3,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,15,0,3,1,3,2,4,11,0,0,0,0,0,0,0,0,0,0,20211018
210019704011021,134,90,32,12,100,32,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,112,0,0,122,2,4,0,0,6,130,4,4,20,14,6,53,81,0,0,0,0,0,0,0,0,0,0,20211018
210019704011024,28,17,8,3,19,8,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,23,0,0,22,2,0,1,0,3,28,0,1,1,7,2,17,11,0,0,0,0,0,0,0,0,0,0,20211018
210019704011026,228,43,130,55,14,87,127,0,0,0,0,106,0,2,6,0,2,2,0,0,0,0,54,0,0,0,56,220,5,2,1,0,0,227,1,22,62,66,35,167,61,0,0,0,0,0,0,0,0,0,0,20211018
210019704011031,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,20211018
210019704011036,40,2,27,11,10,22,8,0,0,0,30,0,0,2,0,0,0,0,0,0,5,0,0,0,0,3,0,40,0,0,0,0,0,39,1,9,10,14,5,33,7,0,0,0,0,0,0,0,0,0,0,20211018
210019704011037,47,8,23,16,3,30,14,0,0,0,0,43,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,46,1,7,19,10,3,41,6,0,0,0,0,0,0,0,0,0,0,20211018
210019704011044,28,6,10,12,4,21,3,0,15,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,27,1,8,5,5,4,23,5,0,0,0,0,0,0,0,0,0,0,20211018
210019704011052,19,7,10,2,6,9,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,4,5,2,1,6,13,0,0,0,0,0,0,0,0,0,0,20211018
210019704011067,23,5,12,6,9,13,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,23,0,3,6,3,6,19,4,0,0,0,0,0,0,0,0,0,0,20211018
210019704011068,4,2,1,1,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,20211018
210019704011078,9,0,6,3,5,2,2,0,0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,2,0,0,0,0,9,0,3,2,2,2,8,1,0,0,0,0,0,0,0,0,0,0,20211018
210019704011086,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
210019704012000,153,31,64,58,42,96,15,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,14,0,0,1,123,149,4,0,0,0,0,153,0,10,36,52,24,84,69,0,0,0,0,0,0,0,0,0,0,20211018
210019704012002,29,3,14,12,2,9,18,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,29,0,0,0,0,0,29,0,5,8,12,1,21,8,0,0,0,0,0,0,0,0,0,0,20211018
210019704012009,89,18,51,20,28,29,32,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,63,0,0,0,18,80,8,0,0,0,1,87,2,7,19,24,21,18,71,0,0,0,0,0,0,0,0,0,0,20211018
210019704012010,43,16,22,5,6,28,9,0,0,0,0,0,0,0,0,0,36,0,0,0,2,0,5,0,0,0,0,43,0,0,0,0,0,43,0,4,3,9,11,16,27,0,0,0,0,0,0,0,0,0,0,20211018
210019704012011,5,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,20211018
210019704012014,21,4,12,5,4,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,21,0,2,5,6,4,5,16,0,0,0,0,0,0,0,0,0,0,20211018
210019704012015,11,0,7,4,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,11,0,0,2,4,5,5,6,0,0,0,0,0,0,0,0,0,0,20211018
210019704012016,13,4,8,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,13,0,1,2,6,0,0,13,0,0,0,0,0,0,0,0,0,0,20211018
210019704012020,131,32,68,31,34,59,38,0,0,0,0,0,0,0,0,0,0,21,0,0,7,0,103,0,0,0,0,118,11,0,0,0,2,131,0,11,31,35,22,25,106,0,0,0,0,0,0,0,0,0,0,20211018
210019704012023,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,20211018
210019704012024,53,25,17,11,30,20,3,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,1,0,24,0,0,50,3,0,0,0,0,51,2,5,12,8,3,25,28,0,0,0,0,0,0,0,0,0,0,20211018
210019704012025,8,2,4,2,2,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,1,3,2,0,6,2,0,0,0,0,0,0,0,0,0,0,20211018
210019704012027,3,0,1,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20211018
210019704012035,23,7,10,6,13,9,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,0,0,18,1,0,3,0,1,23,0,1,7,4,4,9,14,0,0,0,0,0,0,0,0,0,0,20211018
210019704012038,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
210019704012047,27,19,7,1,15,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,24,2,0,0,0,1,27,0,1,2,3,2,13,14,0,0,0,0,0,0,0,0,0,0,20211018
210019704012050,102,28,54,20,18,55,29,0,0,0,0,0,0,58,0,0,9,0,0,0,6,0,19,0,10,0,0,93,3,1,1,0,4,92,10,11,25,19,19,50,52,0,0,0,0,0,0,0,0,0,0,20211018
210019704013017,12,2,7,3,2,9,1,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,12,0,0,5,5,0,10,2,0,0,0,0,0,0,0,0,0,0,20211018
210019704013023,68,24,38,6,38,23,7,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,60,0,0,63,3,0,0,0,2,67,1,7,14,19,4,19,49,0,0,0,0,0,0,0,0,0,0,20211018
210019704013028,348,112,147,89,79,209,60,0,0,0,0,5,0,318,0,0,5,0,0,0,3,3,3,0,9,2,0,315,25,0,1,0,7,343,5,26,103,67,40,143,205,0,0,0,0,0,0,0,0,0,0,20211018
210019704013032,426,39,242,145,93,134,199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,423,2,0,0,0,0,412,12,1,0,0,1,425,1,25,115,126,121,121,305,0,0,0,0,0,0,0,0,0,0,20211018
210019704013037,74,26,37,11,27,32,15,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,10,0,22,1,0,68,2,0,2,0,2,69,5,7,17,15,9,40,34,0,0,0,0,0,0,0,0,0,0,20211018
210019704013039,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
210019704013041,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
210019704013046,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20211018
210019704013047,13,2,4,7,2,9,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,3,3,4,1,8,5,0,0,0,0,0,0,0,0,0,0,20211018
210019704013048,8,0,1,7,0,6,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,8,0,0,3,4,1,1,7,0,0,0,0,0,0,0,0,0,0,20211018
210019704013050,19,6,7,6,7,10,2,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,6,2,5,10,9,0,0,0,0,0,0,0,0,0,0,20211018
210019704013053,74,14,32,28,7,43,24,0,0,0,0,0,5,0,0,0,64,2,3,0,0,0,0,0,0,0,0,71,3,0,0,0,0,73,1,8,20,20,12,19,55,0,0,0,0,0,0,0,0,0,0,20211018
210019704013059,57,14,29,14,9,30,18,0,0,0,0,0,0,28,0,0,0,0,0,23,0,0,0,0,0,6,0,57,0,0,0,0,0,57,0,5,15,14,9,20,37,0,0,0,0,0,0,0,0,0,0,20211018
210019704021012,6,1,2,3,1,3,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,20211018
210019704021015,13,2,7,4,2,4,7,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,2,6,0,3,9,4,0,0,0,0,0,0,0,0,0,0,20211018
210019704021016,5,1,1,3,0,4,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,20211018
210019704021017,8,4,2,2,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,20211018
210019704021029,2,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20211018
210019704021030,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,20211018
210019704021044,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
210019704021047,4,1,2,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,20211018
210019704021052,3,2,1,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20211018
210019704021057,17,3,6,8,1,11,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,3,7,4,0,8,9,0,0,0,0,0,0,0,0,0,0,20211018
210019704021061,19,6,9,4,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,19,0,0,0,0,0,19,0,1,8,3,1,0,19,0,0,0,0,0,0,0,0,0,0,20211018
210019704021072,9,4,4,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,4,5,1,1,2,1,5,4,0,0,0,0,0,0,0,0,0,0,20211018
210019704022002,40,4,27,9,12,28,0,0,0,0,10,17,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,39,1,0,0,0,0,40,0,7,11,14,4,31,9,0,0,0,0,0,0,0,0,0,0,20211018
210019704022004,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
210019704022007,114,36,60,18,64,46,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,102,0,0,0,0,110,3,0,0,0,1,112,2,12,23,19,24,14,100,0,0,0,0,0,0,0,0,0,0,20211018
210019704022012,22,13,8,1,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,22,0,0,0,0,0,22,0,1,4,3,1,6,16,0,0,0,0,0,0,0,0,0,0,20211018
210019704022014,567,123,272,172,154,211,202,0,0,0,0,5,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,525,29,3,3,0,7,555,12,35,122,125,162,264,303,0,0,0,0,0,0,0,0,0,0,20211018
210019704022016,37,12,19,6,16,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,35,2,0,0,0,0,36,1,1,8,9,7,19,18,0,0,0,0,0,0,0,0,0,0,20211018
210019704022017,9,0,4,5,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,1,6,1,1,6,3,0,0,0,0,0,0,0,0,0,0,20211018
210019704022024,84,3,57,24,7,47,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,78,73,9,0,0,0,2,84,0,12,27,27,15,47,37,0,0,0,0,0,0,0,0,0,0,20211018
210019704022028,66,28,31,7,16,35,15,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,47,0,63,3,0,0,0,0,66,0,4,15,12,7,48,18,0,0,0,0,0,0,0,0,0,0,20211018
210019704022031,25,2,15,8,2,18,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23,0,0,0,0,25,0,0,0,0,0,25,0,1,11,5,6,6,19,0,0,0,0,0,0,0,0,0,0,20211018
210019704022033,23,8,13,2,11,11,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,0,0,20,3,0,0,0,0,23,0,1,6,3,5,8,15,0,0,0,0,0,0,0,0,0,0,20211018
210019704023002,54,2,28,24,2,17,35,0,0,0,0,30,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,2,54,0,7,22,14,9,47,7,0,0,0,0,0,0,0,0,0,0,20211018
210019704023005,21,5,10,6,9,9,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,4,7,5,5,16,0,0,0,0,0,0,0,0,0,0,20211018
210019704023006,13,4,5,4,4,7,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,1,3,5,0,9,4,0,0,0,0,0,0,0,0,0,0,20211018
210019704023015,42,20,16,6,33,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,40,0,0,0,0,2,40,2,3,7,5,7,13,29,0,0,0,0,0,0,0,0,0,0,20211018
210019704023025,62,6,38,18,10,38,14,0,0,31,0,0,17,0,0,11,0,0,0,0,0,0,0,0,0,3,0,60,2,0,0,0,0,62,0,6,26,14,10,43,19,0,0,0,0,0,0,0,0,0,0,20211018
210019704023026,8,2,3,3,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,3,1,1,1,3,6,2,0,0,0,0,0,0,0,0,0,0,20211018
210019704023028,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
210019704023038,79,22,44,13,36,37,6,0,0,0,0,18,0,18,0,0,3,0,0,0,0,0,19,0,21,0,0,78,1,0,0,0,0,78,1,9,21,16,11,42,37,0,0,0,0,0,0,0,0,0,0,20211018
210019704023050,7,2,3,2,1,4,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,1,2,2,0,5,2,0,0,0,0,0,0,0,0,0,0,20211018
210019704023053,60,12,34,14,17,26,17,0,0,0,0,19,0,20,0,0,0,0,0,0,0,0,19,0,0,0,2,59,1,0,0,0,0,60,0,3,14,15,16,24,36,0,0,0,0,0,0,0,0,0,0,20211018
210019704023054,3,0,0,3,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,20211018
210019704023059,4,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,20211018
210019704023067,13,2,4,7,3,9,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,3,6,2,0,7,6,0,0,0,0,0,0,0,0,0,0,20211018
210019704023068,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
210019704023074,38,4,17,17,12,24,2,0,0,0,0,1,0,0,22,0,7,0,8,0,0,0,0,0,0,0,0,36,2,0,0,0,0,37,1,5,14,8,7,16,22,0,0,0,0,0,0,0,0,0,0,20211018
210019704023075,4,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,4,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,20211018
210019704023076,54,26,23,5,21,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,47,5,0,1,0,1,51,3,2,9,6,11,33,21,0,0,0,0,0,0,0,0,0,0,20211018
210019705001008,3,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,20211018
210019705001012,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
210019705001018,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
210019705001028,7,0,7,0,0,5,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,6,1,0,7,0,0,0,0,0,0,0,0,0,0,0,20211018
210019705001029,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
