rq_time,start,end,request_id,earliest_pickup_time,latest_pickup_time
37800,2944,10060,496,37800,41400
32040,10834,2944,333,32040,35640
38040,5038,2944,2945,38040,41640
56700,2944,9175,1878,56700,60300
36540,8903,2944,2347,36540,40140
36240,9933,2944,757,36240,39840
42540,9939,2944,799,42540,46140
50400,2944,6465,1656,50400,54000
56700,2944,9874,204,56700,60300
32400,2944,10119,464,32400,36000
34200,2944,6323,1796,34200,37800
45000,2944,5574,2752,45000,48600
54000,2944,4189,2070,54000,57600
49500,2944,11009,556,49500,53100
35040,9815,2944,175,35040,38640
59400,2944,9986,290,59400,63000
49740,9638,2944,121,49740,53340
55800,2944,12392,1962,55800,59400
32400,2944,3022,848,32400,36000
54000,2944,12113,2708,54000,57600
36600,3028,2944,433,36600,40200
63900,2944,5118,2972,63900,67500
35100,2944,10069,1318,35100,38700
47820,10838,2944,1201,47820,51420
57600,2944,2944,394,57600,61200
53280,3015,2944,1449,53280,56880
34200,2944,6323,1802,34200,37800
46020,8518,2944,2931,46020,49620
39060,7343,2944,193,39060,42660
37680,9863,2944,267,37680,41280
55800,2944,4854,2814,55800,59400
47700,2944,9939,806,47700,51300
36900,2944,10834,332,36900,40500
44340,11009,2944,529,44340,47940
61200,2944,10085,1226,61200,64800
47700,2944,9939,802,47700,51300
63900,2944,5712,1090,63900,67500
56100,2848,2944,765,56100,59700
39180,9849,2944,219,39180,42780
37800,2944,10047,480,37800,41400
42540,9939,2944,791,42540,46140
32580,10047,2944,479,32580,36180
57600,2944,10859,2648,57600,61200
55800,2944,10066,728,55800,59400
58500,2944,5899,582,58500,62100
56700,2944,9947,1158,56700,60300
33300,2944,10523,2550,33300,36900
50400,2944,6422,1690,50400,54000
50400,2944,6465,1638,50400,54000
63000,2944,2370,46,63000,66600
40140,11768,2944,2385,40140,43740
41100,10907,2944,241,41100,44700
47700,2944,9872,252,47700,51300
55860,5937,2944,991,55860,59460
32400,2944,10119,458,32400,36000
57540,10742,2944,1273,57540,61140
58560,10054,2944,677,58560,62160
42120,4635,2944,2593,42120,45720
55800,2944,3105,1816,55800,59400
48720,4858,2944,2847,48720,52320
55980,10340,2944,2359,55980,59580
58740,5712,2944,1085,58740,62340
40620,3009,2944,1513,40620,44220
35580,10365,2944,2407,35580,39180
47700,2944,9872,258,47700,51300
52200,12147,2944,2705,52200,55800
53100,2944,2944,369,53100,56700
54000,2944,4189,2052,54000,57600
51300,11509,2944,2317,51300,54900
32280,3058,2944,1831,32280,35880
34860,3007,2944,355,34860,38460
36000,2944,10068,1300,36000,39600
56220,7003,2944,2115,56220,59820
37800,2944,6606,2222,37800,41400
47820,10838,2944,1197,47820,51420
58500,2944,5084,3084,58500,62100
46020,2967,2944,1747,46020,49620
54840,9988,2944,1303,54840,58440
58560,10054,2944,683,58560,62160
45180,6465,2944,1657,45180,48780
46800,2944,3008,508,46800,50400
61200,2944,9849,212,61200,64800
58500,2944,3015,1456,58500,62100
32400,2944,3022,820,32400,36000
58500,2944,3015,1454,58500,62100
44100,2944,4078,2230,44100,47700
53700,5899,2944,583,53700,57300
45900,2944,9815,176,45900,49500
50400,2944,6422,1714,50400,54000
36600,3028,2944,431,36600,40200
51660,5130,2944,3055,51660,55260
36240,9933,2944,745,36240,39840
33600,3014,2944,1363,33600,37200
51300,2944,10750,1098,51300,54900
42060,3008,2944,507,42060,45660
62100,2944,5938,946,62100,65700
56700,2944,9947,1136,56700,60300
37800,2944,2980,1024,37800,41400
50040,9874,2944,197,50040,53640
63900,2944,2950,1614,63900,67500
36120,9596,2944,89,36120,39720
44100,2944,10105,1048,44100,47700
38460,4951,2944,2881,38460,42060
47100,5087,2944,2989,47100,50700
57120,5130,2944,3035,57120,60720
58560,10054,2944,679,58560,62160
32520,2980,2944,1035,32520,36120
44340,11009,2944,565,44340,47940
45000,2944,3007,344,45000,48600
44100,2944,4078,2234,44100,47700
55800,2944,2379,26,55800,59400
56460,5938,2944,941,56460,60060
47100,6318,2944,1861,47100,50700
49920,4854,2944,2803,49920,53520
49500,2944,4862,2798,49500,53100
44880,10319,2944,2323,44880,48480
44100,2944,4078,2244,44100,47700
29580,11902,2944,2425,29580,33180
30600,6628,2944,2507,30600,34200
47880,10011,2944,651,47880,51480
38700,2944,10053,868,38700,42300
33600,3014,2944,1351,33600,37200
46800,2944,11126,68,46800,50400
22140,10092,2944,1809,22140,25740
35100,2944,10011,622,35100,38700
53100,2944,10011,652,53100,56700
57600,2944,5130,3038,57600,61200
31080,6858,2944,603,31080,34680
49500,2944,10522,2576,49500,53100
41400,2944,3028,424,41400,45000
36000,2944,8031,2514,36000,39600
27960,10051,2944,1445,27960,31560
57600,2944,11385,1912,57600,61200
46800,2944,4807,2864,46800,50400
51300,2944,10750,1114,51300,54900
34200,2944,7814,2008,34200,37800
57720,3031,2944,1555,57720,61320
49500,10948,2944,125,49500,53100
47700,2944,10914,2544,47700,51300
52200,2944,6535,2906,52200,55800
50400,2944,6465,1654,50400,54000
38700,2944,878,2020,38700,42300
44340,11009,2944,533,44340,47940
54300,4868,2944,2731,54300,57900
63900,2944,5712,1058,63900,67500
23520,9215,2944,2683,23520,27120
50400,2944,6422,1692,50400,54000
29040,3019,2944,1489,29040,32640
49500,2944,11009,558,49500,53100
25560,3236,2944,1823,25560,29160
63000,2944,10077,1174,63000,66600
31140,9779,2944,177,31140,34740
39300,2831,2944,323,39300,42900
47820,10838,2944,1189,47820,51420
53280,3015,2944,1463,53280,56880
21840,10462,2944,2481,21840,25440
53640,3284,2944,1941,53640,57240
63900,2944,10054,696,63900,67500
38340,4078,2944,2227,38340,41940
39540,10756,2944,81,39540,43140
52200,5084,2944,3089,52200,55800
56700,2944,9947,1150,56700,60300
56700,2944,9947,1152,56700,60300
33540,10053,2944,863,33540,37140
57540,10742,2944,1261,57540,61140
45900,2944,2911,440,45900,49500
37800,2944,10047,472,37800,41400
46020,2967,2944,1757,46020,49620
41400,2944,3411,2014,41400,45000
45900,4814,2944,2875,45900,49500
27120,3022,2944,813,27120,30720
57540,10742,2944,1235,57540,61140
54000,2944,6318,1860,54000,57600
46440,3042,2944,569,46440,50040
45900,2944,5910,2788,45900,49500
26220,4091,2944,2277,26220,29820
38700,2944,9309,142,38700,42300
46800,2944,3008,512,46800,50400
45000,2944,5574,2750,45000,48600
34200,2944,8159,2608,34200,37800
37800,2944,6606,2216,37800,41400
45900,4814,2944,2869,45900,49500
36300,6958,2944,3079,36300,39900
45420,2877,2944,611,45420,49020
56220,7003,2944,2103,56220,59820
35220,3013,2944,1411,35220,38820
32400,2944,3022,832,32400,36000
42300,2944,9779,178,42300,45900
38700,2944,10053,858,38700,42300
63900,2944,10054,694,63900,67500
50400,2944,6422,1738,50400,54000
58740,5712,2944,1073,58740,62340
55620,9947,2944,1279,55620,59220
58500,2944,3015,1462,58500,62100
40500,2944,9786,184,40500,44100
26520,11856,2944,2393,26520,30120
48600,2944,5596,1872,48600,52200
38700,2944,5384,2928,38700,42300
49500,2944,11009,566,49500,53100
29040,3019,2944,1481,29040,32640
54480,7898,2944,2343,54480,58080
59400,2944,10231,1988,59400,63000
57720,3031,2944,1537,57720,61320
39900,4807,2944,2853,39900,43500
32700,10060,2944,487,32700,36300
38040,5038,2944,2943,38040,41640
37140,10017,2944,1205,37140,40740
53100,2944,2944,371,53100,56700
41460,11221,2944,163,41460,45060
47580,10859,2944,2649,47580,51180
35040,4789,2944,2653,35040,38640
60300,2944,1623,2934,60300,63900
41520,3308,2944,1913,41520,45120
41400,2944,9933,730,41400,45000
45900,2944,2998,970,45900,49500
53280,9912,2944,671,53280,56880
35100,2944,6828,888,35100,38700
38400,2382,2944,31,38400,42000
44100,2944,10105,1056,44100,47700
48420,4189,2944,2081,48420,52020
58680,2950,2944,1585,58680,62280
38820,5574,2944,2753,38820,42420
40500,2944,10701,174,40500,44100
26640,10228,2944,1965,26640,30240
44580,9907,2944,297,44580,48180
53100,2944,2961,326,53100,56700
57540,10742,2944,1237,57540,61140
56220,7003,2944,2113,56220,59820
51300,2944,2967,1740,51300,54900
43200,2944,4894,2762,43200,46800
45180,6422,2944,1685,45180,48780
34200,2944,3019,1510,34200,37800
51300,2944,12514,2458,51300,54900
49500,2944,7033,606,49500,53100
53100,2944,9947,1284,53100,56700
56700,2944,10660,2674,56700,60300
26520,11856,2944,2391,26520,30120
58500,2944,5084,3092,58500,62100
45180,6422,2944,1695,45180,48780
52200,2944,2494,74,52200,55800
55440,2370,2944,49,55440,59040
44580,4175,2944,2259,44580,48180
27840,8031,2944,2515,27840,31440
45900,2944,5910,2782,45900,49500
49500,2944,11009,536,49500,53100
57540,10742,2944,1271,57540,61140
38160,4149,2944,2135,38160,41760
26400,3435,2944,2011,26400,30000
63900,2944,5712,1072,63900,67500
34200,2944,3019,1488,34200,37800
44580,4175,2944,2261,44580,48180
46020,2967,2944,1761,46020,49620
40020,5910,2944,2783,40020,43620
27120,3022,2944,839,27120,30720
46080,10750,2944,1095,46080,49680
38700,2944,3014,1346,38700,42300
50940,12797,2944,2307,50940,54540
47700,2944,10088,1234,47700,51300
56700,2944,10232,1978,56700,60300
49500,2944,3171,1848,49500,53100
51300,2944,10528,2554,51300,54900
48120,2961,2944,325,48120,51720
41400,2944,9933,760,41400,45000
40620,3009,2944,1511,40620,44220
45180,6422,2944,1733,45180,48780
38340,4078,2944,2245,38340,41940
46800,2944,4807,2860,46800,50400
63000,2944,2903,600,63000,66600
44700,11912,2944,2381,44700,48300
41400,2944,3028,434,41400,45000
51300,2944,11912,2382,51300,54900
57600,2944,5130,3048,57600,61200
51300,2944,2967,1746,51300,54900
47700,2944,10907,240,47700,51300
32400,2944,3022,818,32400,36000
33600,3014,2944,1371,33600,37200
63000,2944,10077,1178,63000,66600
56700,2944,10576,2616,56700,60300
50400,2944,6422,1732,50400,54000
58500,2944,4571,2536,58500,62100
44100,2944,4078,2228,44100,47700
45900,2944,8048,2526,45900,49500
53400,11831,2944,2413,53400,57000
29940,6828,2944,913,29940,33540
51300,2944,10129,1432,51300,54900
35100,2944,10228,1968,35100,38700
29940,6828,2944,927,29940,33540
37800,2944,6628,2502,37800,41400
30420,10129,2944,1423,30420,34020
42300,2944,5047,3012,42300,45900
48240,2941,2944,595,48240,51840
63000,2944,2903,602,63000,66600
53100,2944,10011,638,53100,56700
52200,2944,6535,2902,52200,55800
63900,2944,5118,2978,63900,67500
55860,5937,2944,1011,55860,59460
58560,10054,2944,681,58560,62160
49500,2944,3171,1846,49500,53100
29040,3019,2944,1503,29040,32640
36600,3028,2944,415,36600,40200
33540,10053,2944,875,33540,37140
63000,2944,2848,528,63000,66600
33300,2944,9215,2684,33300,36900
43920,10528,2944,2551,43920,47520
30120,9574,2944,109,30120,33720
37140,10017,2944,1207,37140,40740
28320,11863,2944,2417,28320,31920
43200,2944,11880,2442,43200,46800
46080,10750,2944,1117,46080,49680
40980,3023,2944,319,40980,44580
60300,2944,10164,1954,60300,63900
63000,2944,10077,1162,63000,66600
38940,12127,2944,2703,38940,42540
63000,2944,3031,1560,63000,66600
30060,4895,2944,2923,30060,33660
44700,2947,2944,403,44700,48300
34200,2944,3019,1504,34200,37800
62100,2944,5938,938,62100,65700
40200,10231,2944,2005,40200,43800
63000,2944,10742,1262,63000,66600
54300,4868,2944,2725,54300,57900
30780,10542,2944,2583,30780,34380
57600,2944,2944,388,57600,61200
26640,10228,2944,1963,26640,30240
52200,5084,2944,3087,52200,55800
27120,3022,2944,811,27120,30720
41400,2944,9933,756,41400,45000
57480,10077,2944,1175,57480,61080
58680,2950,2944,1589,58680,62280
39600,2944,10703,2716,39600,43200
63000,2944,10742,1236,63000,66600
49500,2944,10522,2578,49500,53100
32760,11211,2944,71,32760,36360
37200,4894,2944,2763,37200,40800
49920,4854,2944,2813,49920,53520
51300,2944,12559,2430,51300,54900
32400,2944,3022,840,32400,36000
42120,9495,2944,57,42120,45720
50400,2944,6422,1710,50400,54000
48900,3105,2944,1819,48900,52500
43860,12514,2944,2457,43860,47460
63000,2944,3031,1558,63000,66600
54000,2944,4189,2088,54000,57600
56700,2944,5008,2938,56700,60300
42720,10473,2944,2495,42720,46320
58500,2944,4085,2164,58500,62100
54900,2944,11298,310,54900,58500
35100,2944,10228,1964,35100,38700
63000,2944,10742,1254,63000,66600
42420,10088,2944,1229,42420,46020
28980,6323,2944,1801,28980,32580
57720,3031,2944,1539,57720,61320
46020,2967,2944,1743,46020,49620
38700,2944,3014,1352,38700,42300
38700,2944,3014,1378,38700,42300
52080,4085,2944,2165,52080,55680
42300,2944,4906,2816,42300,45900
48420,3130,2944,1863,48420,52020
31860,6606,2944,2203,31860,35460
41400,2944,10694,2712,41400,45000
45180,6465,2944,1661,45180,48780
39180,2979,2944,437,39180,42780
54000,2944,4189,2080,54000,57600
56040,10085,2944,1223,56040,59640
57600,2944,5130,3040,57600,61200
50400,2944,3308,1914,50400,54000
54900,2944,11298,314,54900,58500
38700,2944,9864,234,38700,42300
34200,2944,10051,1438,34200,37800
63900,2944,10054,686,63900,67500
38820,4965,2944,2921,38820,42420
36900,2944,9574,112,36900,40500
42300,2944,10017,1214,42300,45900
55980,10340,2944,2367,55980,59580
51300,2944,10750,1128,51300,54900
38820,4965,2944,2919,38820,42420
56700,2944,10232,1974,56700,60300
32580,10047,2944,473,32580,36180
39600,2944,4917,2838,39600,43200
44100,2944,4078,2246,44100,47700
35100,2944,6828,904,35100,38700
35100,2944,6828,898,35100,38700
55800,2944,4858,2850,55800,59400
61200,2944,3284,1942,61200,64800
60300,2944,10258,2296,60300,63900
45780,6535,2944,2899,45780,49380
53100,2944,10473,2494,53100,56700
39600,2944,3007,362,39600,43200
54000,2944,9601,136,54000,57600
60300,2944,9988,1310,60300,63900
45000,2944,4923,2914,45000,48600
49500,2944,10540,2568,49500,53100
55140,7910,2944,2331,55140,58740
53100,2944,2944,367,53100,56700
37800,2944,2980,1018,37800,41400
45000,2944,2382,30,45000,48600
30780,10542,2944,2581,30780,34380
48960,2379,2944,23,48960,52560
51300,2944,10129,1430,51300,54900
61200,2944,3293,1926,61200,64800
46080,10750,2944,1101,46080,49680
36600,3028,2944,421,36600,40200
32400,2944,11936,2646,32400,36000
27240,10119,2944,461,27240,30840
47700,2944,2366,44,47700,51300
42300,2944,9596,88,42300,45900
38700,2944,10053,860,38700,42300
46440,3042,2944,573,46440,50040
56460,5938,2944,945,56460,60060
41580,11276,2944,283,41580,45180
56220,7003,2944,2093,56220,59820
55560,11861,2944,2469,55560,59160
50400,2944,4872,2828,50400,54000
32280,2147,2944,2935,32280,35880
39660,1498,2944,2479,39660,43260
49500,2944,11009,534,49500,53100
42540,9939,2944,777,42540,46140
62100,2944,8033,2530,62100,65700
38460,4951,2944,2879,38460,42060
55560,11861,2944,2467,55560,59160
58500,2944,4085,2182,58500,62100
47700,2944,9939,810,47700,51300
40740,2998,2944,965,40740,44340
40740,2998,2944,979,40740,44340
63900,2944,10054,692,63900,67500
29940,6828,2944,933,29940,33540
63000,2944,10742,1242,63000,66600
53100,2944,7857,2310,53100,56700
36300,6958,2944,3081,36300,39900
36000,2944,10129,1428,36000,39600
45900,2944,9849,222,45900,49500
49500,2944,11009,544,49500,53100
47520,9947,2944,1287,47520,51120
37800,2944,6606,2212,37800,41400
47700,2944,9939,790,47700,51300
42540,9939,2944,795,42540,46140
50400,2944,6422,1722,50400,54000
52200,5084,2944,3083,52200,55800
32280,4917,2944,2839,32280,35880
29760,10011,2944,613,29760,33360
58500,2944,3015,1458,58500,62100
36360,5047,2944,3005,36360,39960
37680,9863,2944,273,37680,41280
35100,2944,5740,522,35100,38700
61200,2944,5937,1004,61200,64800
33600,3014,2944,1375,33600,37200
37800,2944,6968,1678,37800,41400
63000,2944,3031,1548,63000,66600
34860,3007,2944,351,34860,38460
62100,2944,5938,950,62100,65700
57600,2944,10664,2692,57600,61200
32400,2944,11850,2390,32400,36000
45900,4814,2944,2865,45900,49500
48960,10660,2944,2675,48960,52560
62100,2944,10340,2366,62100,65700
63000,2944,10077,1180,63000,66600
32520,2980,2944,1037,32520,36120
45180,6465,2944,1651,45180,48780
28020,2645,2944,169,28020,31620
37140,10569,2944,2585,37140,40740
42300,2944,6958,3082,42300,45900
43560,3380,2944,1957,43560,47160
37200,4894,2944,2771,37200,40800
51300,2944,11912,2380,51300,54900
61200,2944,2848,766,61200,64800
44580,4175,2944,2257,44580,48180
52080,4085,2944,2169,52080,55680
25980,11493,2944,2305,25980,29580
45900,2944,9849,220,45900,49500
57600,2944,2944,368,57600,61200
42360,3148,2944,1821,42360,45960
38700,2944,10053,880,38700,42300
43200,2944,11758,2350,43200,46800
38700,2944,3014,1324,38700,42300
40500,2944,3013,1394,40500,44100
39600,2944,3007,352,39600,43200
44100,2944,10105,1054,44100,47700
42300,2944,10017,1212,42300,45900
41880,8115,2944,2609,41880,45480
57600,2944,12519,2352,57600,61200
56700,2944,12253,2964,56700,60300
55800,2944,4623,2596,55800,59400
32700,10060,2944,499,32700,36300
45180,6422,2944,1737,45180,48780
54480,9849,2944,211,54480,58080
45840,10584,2944,2619,45840,49440
34200,2944,6323,1794,34200,37800
38700,2944,9864,228,38700,42300
39600,2944,3007,366,39600,43200
45900,2944,2998,966,45900,49500
37680,9863,2944,277,37680,41280
35580,4906,2944,2819,35580,39180
58680,2950,2944,1581,58680,62280
48960,10660,2944,2673,48960,52560
51300,2944,10750,1104,51300,54900
49500,2944,2947,408,49500,53100
48420,4189,2944,2047,48420,52020
46080,10750,2944,1125,46080,49680
53400,11831,2944,2409,53400,57000
47700,2944,9939,786,47700,51300
46320,10328,2944,2329,46320,49920
32400,2944,10462,2482,32400,36000
44700,11912,2944,2383,44700,48300
36900,2944,7100,8,36900,40500
57540,10742,2944,1245,57540,61140
53100,2944,9947,1290,53100,56700
33540,10053,2944,865,33540,37140
41400,2944,3028,416,41400,45000
57120,5130,2944,3023,57120,60720
51300,2944,2967,1744,51300,54900
63900,2944,5118,2982,63900,67500
36000,2944,10129,1422,36000,39600
56700,2944,9874,200,56700,60300
54000,2944,11276,284,54000,57600
38700,2944,9864,232,38700,42300
50520,10066,2944,719,50520,54120
37800,2944,8895,2950,37800,41400
36120,9596,2944,97,36120,39720
33300,2944,4629,2600,33300,36900
35040,4789,2944,2651,35040,38640
58500,2944,3015,1476,58500,62100
45900,2944,2844,882,45900,49500
63900,2944,5118,2980,63900,67500
40500,2944,3013,1392,40500,44100
43200,2944,8605,2952,43200,46800
51420,10655,2944,2669,51420,55020
29040,3019,2944,1495,29040,32640
38340,4078,2944,2243,38340,41940
36120,9596,2944,105,36120,39720
60300,2944,4868,2742,60300,63900
33300,2944,9215,2686,33300,36900
34200,2944,6323,1780,34200,37800
63000,2944,12797,2308,63000,66600
46080,10750,2944,1103,46080,49680
44400,4872,2944,2823,44400,48000
47700,2944,9939,808,47700,51300
31980,9864,2944,227,31980,35580
27120,3022,2944,841,27120,30720
62100,2944,10340,2372,62100,65700
41700,5596,2944,1869,41700,45300
27840,8031,2944,2511,27840,31440
54720,8033,2944,2531,54720,58320
63900,2944,5712,1094,63900,67500
52200,2944,6535,2900,52200,55800
45900,2944,5910,2786,45900,49500
58680,2950,2944,1617,58680,62280
27840,8031,2944,2513,27840,31440
45900,2944,2998,980,45900,49500
50400,2944,6422,1698,50400,54000
32580,10047,2944,465,32580,36180
52080,4085,2944,2195,52080,55680
60300,2944,4645,2598,60300,63900
35100,2944,6828,928,35100,38700
38700,2944,3014,1360,38700,42300
37140,10017,2944,1217,37140,40740
32520,2980,2944,1033,32520,36120
45180,6422,2944,1689,45180,48780
61200,2944,3284,1938,61200,64800
54480,9849,2944,213,54480,58080
43440,2375,2944,13,43440,47040
47100,5087,2944,2993,47100,50700
36600,3028,2944,423,36600,40200
25920,11849,2944,2439,25920,29520
54000,2944,4189,2064,54000,57600
50400,2944,4872,2824,50400,54000
35220,3013,2944,1393,35220,38820
41400,2944,9242,2724,41400,45000
57720,3031,2944,1563,57720,61320
41400,2944,9933,742,41400,45000
50400,2944,6422,1730,50400,54000
45180,6422,2944,1703,45180,48780
46800,2944,3008,510,46800,50400
47880,10011,2944,645,47880,51480
62100,2944,6832,598,62100,65700
61200,2944,5937,1006,61200,64800
55980,10340,2944,2361,55980,59580
63000,2944,10742,1238,63000,66600
60300,2944,4868,2728,60300,63900
55260,2926,2944,519,55260,58860
36000,2944,11863,2422,36000,39600
51300,2944,3042,574,51300,54900
57120,5130,2944,3019,57120,60720
49920,4854,2944,2811,49920,53520
40500,2944,3013,1382,40500,44100
48420,4189,2944,2065,48420,52020
29460,10069,2944,1317,29460,33060
56040,10085,2944,1221,56040,59640
45900,2944,3009,1518,45900,49500
56700,2944,9638,124,56700,60300
63000,2944,10742,1252,63000,66600
39180,9849,2944,221,39180,42780
47100,5087,2944,2997,47100,50700
34860,3007,2944,359,34860,38460
18480,8233,2944,2631,18480,22080
47700,2944,10231,2006,47700,51300
45180,6422,2944,1717,45180,48780
54000,2944,9877,260,54000,57600
46800,2944,4807,2858,46800,50400
32040,6968,2944,1675,32040,35640
63000,2944,11861,2468,63000,66600
56700,2944,10660,2678,56700,60300
38820,5574,2944,2757,38820,42420
24060,10453,2944,2483,24060,27660
52080,4085,2944,2185,52080,55680
58680,2950,2944,1583,58680,62280
63000,2944,3031,1538,63000,66600
55800,2944,4854,2802,55800,59400
57600,2944,11852,2400,57600,61200
27240,10119,2944,457,27240,30840
27240,10119,2944,463,27240,30840
51300,2944,4780,2644,51300,54900
45180,6465,2944,1641,45180,48780
63900,2944,2950,1594,63900,67500
57600,2944,2944,382,57600,61200
62100,2944,8033,2528,62100,65700
36000,2944,8031,2518,36000,39600
53100,2944,10838,1188,53100,56700
52200,2944,8115,2610,52200,55800
62100,2944,10340,2360,62100,65700
34200,2944,3019,1484,34200,37800
34200,2944,8159,2606,34200,37800
50400,2944,9495,60,50400,54000
63900,2944,2950,1610,63900,67500
53100,2944,5087,2984,53100,56700
33600,3014,2944,1365,33600,37200
29040,3019,2944,1507,29040,32640
40020,5910,2944,2773,40020,43620
