rq_time,start,end,request_id,earliest_pickup_time,latest_pickup_time
44580,9907,2944,303,44580,48180
53100,2944,9907,304,53100,56700
44580,9907,2944,305,44580,48180
53100,2944,9907,306,53100,56700
46380,11298,2944,307,46380,49980
54900,2944,11298,308,54900,58500
46380,11298,2944,309,46380,49980
54900,2944,11298,310,54900,58500
46380,11298,2944,311,46380,49980
54900,2944,11298,312,54900,58500
46380,11298,2944,313,46380,49980
54900,2944,11298,314,54900,58500
46380,11298,2944,315,46380,49980
54900,2944,11298,316,54900,58500
32220,11293,2944,317,32220,35820
41400,2944,11293,318,41400,45000
40980,3023,2944,319,40980,44580
45900,2944,3023,320,45900,49500
39300,2831,2944,321,39300,42900
44100,2944,2831,322,44100,47700
39300,2831,2944,323,39300,42900
44100,2944,2831,324,44100,47700
48120,2961,2944,325,48120,51720
53100,2944,2961,326,53100,56700
48120,2961,2944,327,48120,51720
53100,2944,2961,328,53100,56700
44520,10118,2944,329,44520,48120
49500,2944,10118,330,49500,53100
32040,10834,2944,331,32040,35640
36900,2944,10834,332,36900,40500
32040,10834,2944,333,32040,35640
36900,2944,10834,334,36900,40500
40200,3007,2944,335,40200,43800
45000,2944,3007,336,45000,48600
40200,3007,2944,337,40200,43800
45000,2944,3007,338,45000,48600
40200,3007,2944,339,40200,43800
45000,2944,3007,340,45000,48600
40200,3007,2944,341,40200,43800
45000,2944,3007,342,45000,48600
40200,3007,2944,343,40200,43800
45000,2944,3007,344,45000,48600
40200,3007,2944,345,40200,43800
45000,2944,3007,346,45000,48600
40200,3007,2944,347,40200,43800
45000,2944,3007,348,45000,48600
40200,3007,2944,349,40200,43800
45000,2944,3007,350,45000,48600
34860,3007,2944,351,34860,38460
39600,2944,3007,352,39600,43200
34860,3007,2944,353,34860,38460
39600,2944,3007,354,39600,43200
34860,3007,2944,355,34860,38460
39600,2944,3007,356,39600,43200
34860,3007,2944,357,34860,38460
39600,2944,3007,358,39600,43200
34860,3007,2944,359,34860,38460
39600,2944,3007,360,39600,43200
34860,3007,2944,361,34860,38460
39600,2944,3007,362,39600,43200
34860,3007,2944,363,34860,38460
39600,2944,3007,364,39600,43200
34860,3007,2944,365,34860,38460
39600,2944,3007,366,39600,43200
53100,2944,2944,367,53100,56700
57600,2944,2944,368,57600,61200
53100,2944,2944,369,53100,56700
57600,2944,2944,370,57600,61200
53100,2944,2944,371,53100,56700
57600,2944,2944,372,57600,61200
53100,2944,2944,373,53100,56700
57600,2944,2944,374,57600,61200
53100,2944,2944,375,53100,56700
57600,2944,2944,376,57600,61200
53100,2944,2944,377,53100,56700
57600,2944,2944,378,57600,61200
53100,2944,2944,379,53100,56700
57600,2944,2944,380,57600,61200
53100,2944,2944,381,53100,56700
57600,2944,2944,382,57600,61200
53100,2944,2944,383,53100,56700
57600,2944,2944,384,57600,61200
53100,2944,2944,385,53100,56700
57600,2944,2944,386,57600,61200
53100,2944,2944,387,53100,56700
57600,2944,2944,388,57600,61200
53100,2944,2944,389,53100,56700
57600,2944,2944,390,57600,61200
53100,2944,2944,391,53100,56700
57600,2944,2944,392,57600,61200
53100,2944,2944,393,53100,56700
57600,2944,2944,394,57600,61200
53100,2944,2944,395,53100,56700
57600,2944,2944,396,57600,61200
53100,2944,2944,397,53100,56700
57600,2944,2944,398,57600,61200
44700,2947,2944,399,44700,48300
49500,2944,2947,400,49500,53100
44700,2947,2944,401,44700,48300
49500,2944,2947,402,49500,53100
44700,2947,2944,403,44700,48300
49500,2944,2947,404,49500,53100
44700,2947,2944,405,44700,48300
49500,2944,2947,406,49500,53100
44700,2947,2944,407,44700,48300
49500,2944,2947,408,49500,53100
44700,2947,2944,409,44700,48300
49500,2944,2947,410,49500,53100
44700,2947,2944,411,44700,48300
49500,2944,2947,412,49500,53100
44700,2947,2944,413,44700,48300
49500,2944,2947,414,49500,53100
36600,3028,2944,415,36600,40200
41400,2944,3028,416,41400,45000
36600,3028,2944,417,36600,40200
41400,2944,3028,418,41400,45000
36600,3028,2944,419,36600,40200
41400,2944,3028,420,41400,45000
36600,3028,2944,421,36600,40200
41400,2944,3028,422,41400,45000
36600,3028,2944,423,36600,40200
41400,2944,3028,424,41400,45000
36600,3028,2944,425,36600,40200
41400,2944,3028,426,41400,45000
36600,3028,2944,427,36600,40200
41400,2944,3028,428,41400,45000
36600,3028,2944,429,36600,40200
41400,2944,3028,430,41400,45000
36600,3028,2944,431,36600,40200
41400,2944,3028,432,41400,45000
36600,3028,2944,433,36600,40200
41400,2944,3028,434,41400,45000
36600,3028,2944,435,36600,40200
41400,2944,3028,436,41400,45000
39180,2979,2944,437,39180,42780
44100,2944,2979,438,44100,47700
40920,2911,2944,439,40920,44520
45900,2944,2911,440,45900,49500
55200,3039,2944,441,55200,58800
60300,2944,3039,442,60300,63900
27240,10119,2944,443,27240,30840
32400,2944,10119,444,32400,36000
27240,10119,2944,445,27240,30840
32400,2944,10119,446,32400,36000
27240,10119,2944,447,27240,30840
32400,2944,10119,448,32400,36000
27240,10119,2944,449,27240,30840
32400,2944,10119,450,32400,36000
27240,10119,2944,451,27240,30840
32400,2944,10119,452,32400,36000
27240,10119,2944,453,27240,30840
32400,2944,10119,454,32400,36000
27240,10119,2944,455,27240,30840
32400,2944,10119,456,32400,36000
27240,10119,2944,457,27240,30840
32400,2944,10119,458,32400,36000
27240,10119,2944,459,27240,30840
32400,2944,10119,460,32400,36000
27240,10119,2944,461,27240,30840
32400,2944,10119,462,32400,36000
27240,10119,2944,463,27240,30840
32400,2944,10119,464,32400,36000
32580,10047,2944,465,32580,36180
37800,2944,10047,466,37800,41400
32580,10047,2944,467,32580,36180
37800,2944,10047,468,37800,41400
32580,10047,2944,469,32580,36180
37800,2944,10047,470,37800,41400
32580,10047,2944,471,32580,36180
37800,2944,10047,472,37800,41400
32580,10047,2944,473,32580,36180
37800,2944,10047,474,37800,41400
32580,10047,2944,475,32580,36180
37800,2944,10047,476,37800,41400
32580,10047,2944,477,32580,36180
37800,2944,10047,478,37800,41400
32580,10047,2944,479,32580,36180
37800,2944,10047,480,37800,41400
32580,10047,2944,481,32580,36180
37800,2944,10047,482,37800,41400
32700,10060,2944,483,32700,36300
37800,2944,10060,484,37800,41400
32700,10060,2944,485,32700,36300
37800,2944,10060,486,37800,41400
32700,10060,2944,487,32700,36300
37800,2944,10060,488,37800,41400
32700,10060,2944,489,32700,36300
37800,2944,10060,490,37800,41400
32700,10060,2944,491,32700,36300
37800,2944,10060,492,37800,41400
32700,10060,2944,493,32700,36300
37800,2944,10060,494,37800,41400
32700,10060,2944,495,32700,36300
37800,2944,10060,496,37800,41400
32700,10060,2944,497,32700,36300
37800,2944,10060,498,37800,41400
32700,10060,2944,499,32700,36300
37800,2944,10060,500,37800,41400
32700,10060,2944,501,32700,36300
37800,2944,10060,502,37800,41400
32700,10060,2944,503,32700,36300
37800,2944,10060,504,37800,41400
44520,10888,2944,505,44520,48120
49500,2944,10888,506,49500,53100
42060,3008,2944,507,42060,45660
46800,2944,3008,508,46800,50400
42060,3008,2944,509,42060,45660
46800,2944,3008,510,46800,50400
42060,3008,2944,511,42060,45660
46800,2944,3008,512,46800,50400
42060,3008,2944,513,42060,45660
46800,2944,3008,514,46800,50400
42660,6832,2944,515,42660,46260
47700,2944,6832,516,47700,51300
42660,6832,2944,517,42660,46260
47700,2944,6832,518,47700,51300
55260,2926,2944,519,55260,58860
60300,2944,2926,520,60300,63900
30000,5740,2944,521,30000,33600
35100,2944,5740,522,35100,38700
58080,2848,2944,523,58080,61680
63000,2944,2848,524,63000,66600
58080,2848,2944,525,58080,61680
63000,2944,2848,526,63000,66600
58080,2848,2944,527,58080,61680
63000,2944,2848,528,63000,66600
44340,11009,2944,529,44340,47940
49500,2944,11009,530,49500,53100
44340,11009,2944,531,44340,47940
49500,2944,11009,532,49500,53100
44340,11009,2944,533,44340,47940
49500,2944,11009,534,49500,53100
44340,11009,2944,535,44340,47940
49500,2944,11009,536,49500,53100
44340,11009,2944,537,44340,47940
49500,2944,11009,538,49500,53100
44340,11009,2944,539,44340,47940
49500,2944,11009,540,49500,53100
44340,11009,2944,541,44340,47940
49500,2944,11009,542,49500,53100
44340,11009,2944,543,44340,47940
49500,2944,11009,544,49500,53100
44340,11009,2944,545,44340,47940
49500,2944,11009,546,49500,53100
44340,11009,2944,547,44340,47940
49500,2944,11009,548,49500,53100
44340,11009,2944,549,44340,47940
49500,2944,11009,550,49500,53100
44340,11009,2944,551,44340,47940
49500,2944,11009,552,49500,53100
44340,11009,2944,553,44340,47940
49500,2944,11009,554,49500,53100
44340,11009,2944,555,44340,47940
49500,2944,11009,556,49500,53100
44340,11009,2944,557,44340,47940
49500,2944,11009,558,49500,53100
44340,11009,2944,559,44340,47940
49500,2944,11009,560,49500,53100
44340,11009,2944,561,44340,47940
49500,2944,11009,562,49500,53100
44340,11009,2944,563,44340,47940
49500,2944,11009,564,49500,53100
44340,11009,2944,565,44340,47940
49500,2944,11009,566,49500,53100
44340,11009,2944,567,44340,47940
49500,2944,11009,568,49500,53100
46440,3042,2944,569,46440,50040
51300,2944,3042,570,51300,54900
46440,3042,2944,571,46440,50040
51300,2944,3042,572,51300,54900
46440,3042,2944,573,46440,50040
51300,2944,3042,574,51300,54900
46440,3042,2944,575,46440,50040
51300,2944,3042,576,51300,54900
46440,3042,2944,577,46440,50040
51300,2944,3042,578,51300,54900
53700,5899,2944,579,53700,57300
58500,2944,5899,580,58500,62100
53700,5899,2944,581,53700,57300
58500,2944,5899,582,58500,62100
53700,5899,2944,583,53700,57300
58500,2944,5899,584,58500,62100
53700,5899,2944,585,53700,57300
58500,2944,5899,586,58500,62100
53700,5899,2944,587,53700,57300
58500,2944,5899,588,58500,62100
53700,5899,2944,589,53700,57300
58500,2944,5899,590,58500,62100
53700,5899,2944,591,53700,57300
58500,2944,5899,592,58500,62100
48240,2941,2944,593,48240,51840
53100,2944,2941,594,53100,56700
48240,2941,2944,595,48240,51840
53100,2944,2941,596,53100,56700
57240,6832,2944,597,57240,60840
62100,2944,6832,598,62100,65700
58080,2903,2944,599,58080,61680
63000,2944,2903,600,63000,66600
58080,2903,2944,601,58080,61680
63000,2944,2903,602,63000,66600
31080,6858,2944,603,31080,34680
36000,2944,6858,604,36000,39600
44580,7033,2944,605,44580,48180
49500,2944,7033,606,49500,53100
44580,7033,2944,607,44580,48180
49500,2944,7033,608,49500,53100
44580,7033,2944,609,44580,48180
49500,2944,7033,610,49500,53100
45420,2877,2944,611,45420,49020
50400,2944,2877,612,50400,54000
29760,10011,2944,613,29760,33360
35100,2944,10011,614,35100,38700
29760,10011,2944,615,29760,33360
35100,2944,10011,616,35100,38700
29760,10011,2944,617,29760,33360
35100,2944,10011,618,35100,38700
29760,10011,2944,619,29760,33360
35100,2944,10011,620,35100,38700
29760,10011,2944,621,29760,33360
35100,2944,10011,622,35100,38700
29760,10011,2944,623,29760,33360
35100,2944,10011,624,35100,38700
29760,10011,2944,625,29760,33360
35100,2944,10011,626,35100,38700
29760,10011,2944,627,29760,33360
35100,2944,10011,628,35100,38700
29760,10011,2944,629,29760,33360
35100,2944,10011,630,35100,38700
29760,10011,2944,631,29760,33360
35100,2944,10011,632,35100,38700
47880,10011,2944,633,47880,51480
53100,2944,10011,634,53100,56700
47880,10011,2944,635,47880,51480
53100,2944,10011,636,53100,56700
47880,10011,2944,637,47880,51480
53100,2944,10011,638,53100,56700
47880,10011,2944,639,47880,51480
53100,2944,10011,640,53100,56700
47880,10011,2944,641,47880,51480
53100,2944,10011,642,53100,56700
47880,10011,2944,643,47880,51480
53100,2944,10011,644,53100,56700
47880,10011,2944,645,47880,51480
53100,2944,10011,646,53100,56700
47880,10011,2944,647,47880,51480
53100,2944,10011,648,53100,56700
47880,10011,2944,649,47880,51480
53100,2944,10011,650,53100,56700
47880,10011,2944,651,47880,51480
53100,2944,10011,652,53100,56700
47880,10011,2944,653,47880,51480
53100,2944,10011,654,53100,56700
47880,10011,2944,655,47880,51480
53100,2944,10011,656,53100,56700
53280,9912,2944,657,53280,56880
58500,2944,9912,658,58500,62100
53280,9912,2944,659,53280,56880
58500,2944,9912,660,58500,62100
53280,9912,2944,661,53280,56880
58500,2944,9912,662,58500,62100
53280,9912,2944,663,53280,56880
58500,2944,9912,664,58500,62100
53280,9912,2944,665,53280,56880
58500,2944,9912,666,58500,62100
53280,9912,2944,667,53280,56880
58500,2944,9912,668,58500,62100
53280,9912,2944,669,53280,56880
58500,2944,9912,670,58500,62100
53280,9912,2944,671,53280,56880
58500,2944,9912,672,58500,62100
58560,10054,2944,673,58560,62160
63900,2944,10054,674,63900,67500
58560,10054,2944,675,58560,62160
63900,2944,10054,676,63900,67500
58560,10054,2944,677,58560,62160
63900,2944,10054,678,63900,67500
58560,10054,2944,679,58560,62160
63900,2944,10054,680,63900,67500
58560,10054,2944,681,58560,62160
63900,2944,10054,682,63900,67500
58560,10054,2944,683,58560,62160
63900,2944,10054,684,63900,67500
58560,10054,2944,685,58560,62160
63900,2944,10054,686,63900,67500
58560,10054,2944,687,58560,62160
63900,2944,10054,688,63900,67500
58560,10054,2944,689,58560,62160
63900,2944,10054,690,63900,67500
58560,10054,2944,691,58560,62160
63900,2944,10054,692,63900,67500
58560,10054,2944,693,58560,62160
63900,2944,10054,694,63900,67500
58560,10054,2944,695,58560,62160
63900,2944,10054,696,63900,67500
58560,10054,2944,697,58560,62160
63900,2944,10054,698,63900,67500
58560,10054,2944,699,58560,62160
63900,2944,10054,700,63900,67500
58560,10054,2944,701,58560,62160
63900,2944,10054,702,63900,67500
58560,10054,2944,703,58560,62160
63900,2944,10054,704,63900,67500
58560,10054,2944,705,58560,62160
63900,2944,10054,706,63900,67500
58560,10054,2944,707,58560,62160
63900,2944,10054,708,63900,67500
50520,10066,2944,709,50520,54120
55800,2944,10066,710,55800,59400
50520,10066,2944,711,50520,54120
55800,2944,10066,712,55800,59400
50520,10066,2944,713,50520,54120
55800,2944,10066,714,55800,59400
50520,10066,2944,715,50520,54120
55800,2944,10066,716,55800,59400
50520,10066,2944,717,50520,54120
55800,2944,10066,718,55800,59400
50520,10066,2944,719,50520,54120
55800,2944,10066,720,55800,59400
50520,10066,2944,721,50520,54120
55800,2944,10066,722,55800,59400
50520,10066,2944,723,50520,54120
55800,2944,10066,724,55800,59400
50520,10066,2944,725,50520,54120
55800,2944,10066,726,55800,59400
50520,10066,2944,727,50520,54120
55800,2944,10066,728,55800,59400
36240,9933,2944,729,36240,39840
41400,2944,9933,730,41400,45000
36240,9933,2944,731,36240,39840
41400,2944,9933,732,41400,45000
36240,9933,2944,733,36240,39840
41400,2944,9933,734,41400,45000
36240,9933,2944,735,36240,39840
41400,2944,9933,736,41400,45000
36240,9933,2944,737,36240,39840
41400,2944,9933,738,41400,45000
36240,9933,2944,739,36240,39840
41400,2944,9933,740,41400,45000
36240,9933,2944,741,36240,39840
41400,2944,9933,742,41400,45000
36240,9933,2944,743,36240,39840
41400,2944,9933,744,41400,45000
36240,9933,2944,745,36240,39840
41400,2944,9933,746,41400,45000
36240,9933,2944,747,36240,39840
41400,2944,9933,748,41400,45000
36240,9933,2944,749,36240,39840
41400,2944,9933,750,41400,45000
36240,9933,2944,751,36240,39840
41400,2944,9933,752,41400,45000
36240,9933,2944,753,36240,39840
41400,2944,9933,754,41400,45000
36240,9933,2944,755,36240,39840
41400,2944,9933,756,41400,45000
36240,9933,2944,757,36240,39840
41400,2944,9933,758,41400,45000
36240,9933,2944,759,36240,39840
41400,2944,9933,760,41400,45000
36240,9933,2944,761,36240,39840
41400,2944,9933,762,41400,45000
56100,2848,2944,763,56100,59700
61200,2944,2848,764,61200,64800
56100,2848,2944,765,56100,59700
61200,2944,2848,766,61200,64800
42540,9939,2944,767,42540,46140
47700,2944,9939,768,47700,51300
42540,9939,2944,769,42540,46140
47700,2944,9939,770,47700,51300
42540,9939,2944,771,42540,46140
47700,2944,9939,772,47700,51300
42540,9939,2944,773,42540,46140
47700,2944,9939,774,47700,51300
42540,9939,2944,775,42540,46140
47700,2944,9939,776,47700,51300
42540,9939,2944,777,42540,46140
47700,2944,9939,778,47700,51300
42540,9939,2944,779,42540,46140
47700,2944,9939,780,47700,51300
42540,9939,2944,781,42540,46140
47700,2944,9939,782,47700,51300
42540,9939,2944,783,42540,46140
47700,2944,9939,784,47700,51300
42540,9939,2944,785,42540,46140
47700,2944,9939,786,47700,51300
42540,9939,2944,787,42540,46140
47700,2944,9939,788,47700,51300
42540,9939,2944,789,42540,46140
47700,2944,9939,790,47700,51300
42540,9939,2944,791,42540,46140
47700,2944,9939,792,47700,51300
42540,9939,2944,793,42540,46140
47700,2944,9939,794,47700,51300
42540,9939,2944,795,42540,46140
47700,2944,9939,796,47700,51300
42540,9939,2944,797,42540,46140
47700,2944,9939,798,47700,51300
42540,9939,2944,799,42540,46140
47700,2944,9939,800,47700,51300
42540,9939,2944,801,42540,46140
47700,2944,9939,802,47700,51300
42540,9939,2944,803,42540,46140
47700,2944,9939,804,47700,51300
42540,9939,2944,805,42540,46140
47700,2944,9939,806,47700,51300
42540,9939,2944,807,42540,46140
47700,2944,9939,808,47700,51300
42540,9939,2944,809,42540,46140
47700,2944,9939,810,47700,51300
27120,3022,2944,811,27120,30720
32400,2944,3022,812,32400,36000
27120,3022,2944,813,27120,30720
32400,2944,3022,814,32400,36000
27120,3022,2944,815,27120,30720
32400,2944,3022,816,32400,36000
27120,3022,2944,817,27120,30720
32400,2944,3022,818,32400,36000
27120,3022,2944,819,27120,30720
